0,10,2,"[7, 1]",[],[],"[3,9,10]"
1,5,2,"[2]",[],[],"[0]"
2,10,4,"[4,9,11]",[],[],"[1, 5, 7]"
3,2,2,[0],[],[],[4]
4,3,2,[3],[],[],[2]
5,3,2,[2],[],[],[6]
6,18,1,[5],[],[],[]
7,9,2,[2],[],[],[0]
8,2,2,[0],[],[],[9]
9,3,2,[8],[],[],[2]
10,2,2,[0],[],[],[11]
11,3,2,[10],[],[],[2]
[7]
