0,0,0,[],"[6, 7]","[5, 5]",[8]
2,1,1,[9],[7],[5],[]
3,2,1,[4],[],[],[9]
4,3,1,[8],[],[],[3]
5,5,2,"[8, 9]",[],[],"[8, 9]"
8,10,2,"[5, 0]",[3],[5],"[4, 5]"
9,10,2,"[5, 3]",[4],[5],[2]
"[3, 4]"
