0,10,1,[7],[],[],"[1, 3]"
1,5,2,"[0, 2]",[],[],"[0, 2]"
2,10,4,"[1, 4]",[],[],"[5, 7]"
3,2,2,[0],[],[],[4]
4,3,2,[3],[],[],[2]
5,3,2,[2],[],[],[6]
6,18,1,[5],[],[],[]
7,9,2,[2],[],[],[0]
[7]
