0,0,0,[],"[6, 7]","[5, 5]",[3]
1,1,1,[4],[7],[5],[]
3,10,2,"[0, 5]","[4, 8]","[5, 5]","[6, 10]"
4,10,3,"[12, 9, 5, 16]","[3, 9]","[5, 5]",[1]
5,5,2,"[3, 4]",[],[],"[3, 4]"
6,2,1,[3],[0],[5],[7]
7,5,1,[6],[],[],[8]
8,10,2,"[7, 14]",[3],[5],"[9, 14]"
9,3,1,[8],[4],[5],[4]
10,2,1,[3],[0],[5],[11]
11,5,2,[10],[],[],[13]
12,3,1,[13],[4],[5],[4]
13,10,3,"[11, 14, 15]",[],[],"[12, 15]"
14,5,2,"[8, 13]",[],[],"[8, 13]"
15,5,2,[13],[],[],[16]
16,3,2,[15],[],[],[4]
[-1]
