0,0,1,[],[],[],[11]
1,1,2,[12],[],[],[]
3,5,2,"[12, 11]",[],[],"[11, 12]"
5,16,4,"[11, 7]",[],[],"[12, 6]"
6,10,3,"[5, 8]",[],[],[9]
7,10,3,"[8, 10]",[],[],"[5, 7]"
8,5,2,"[6, 7]",[],[],"[6, 7]"
9,2,2,[6],[],[],[10]
10,3,2,[9],[],[],[7]
11,10,3,"[0, 3]",[],[],[5]
12,10,3,"[3, 5]",[],[],[1]
[5]
