0,0,0,[],"[6, 7]","[5, 5]",[3]
1,1,1,[4],[],[],[]
3,10,2,"[0, 5]",[],[],"[5, 6, 10]"
4,10,3,"[5, 9, 12]","[3, 9]","[5, 5]",[1]
5,5,2,"[3, 4]",[],[],"[3, 4]"
6,2,1,[3],[0],[5],[7]
7,5,1,[6],[],[],[8]
8,10,2,"[7, 11]",[3],[5],"[9, 12]"
9,3,1,[8],[4],[5],[4]
10,2,1,[3],[0],[5],[11]
11,5,1,[10],[],[],[8]
12,3,1,[8],[4],[5],[4]
[12],"[6, 7, 9]"
