0,0,1,[],[],[],[11]
1,1,2,[12],[],[],[]
3,5,2,"[12, 11]",[],[],"[11, 12]"
5,16,2,"[11, 13]",[],[],"[13, 6]"
6,10,3,"[5, 8]",[],[],[9]
7,10,3,"[8, 10]",[],[],"[13, 7]"
8,5,2,"[6, 7]",[],[],"[6, 7]"
9,2,2,[6],[],[],[10]
10,3,2,[9],[],[],[7]
11,10,3,"[0, 3]",[],[],[5]
12,10,3,"[3, 13]",[],[],[1]
13,16,3,"[5, 7]",[],"[12, 5]"
[-1]
